source,source_id,role,business_name,contact_name,phone,email,website,street,city,state,zip,address_full,services,inspection_status,usda_establishment_number,source_url,lat,lng,geocode_source
MAMP,mamp-495,supplier,COMBICUTINC,,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
MAMP,mamp-496,supplier,CON YEAGER SPICE,,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
MAMP,mamp-497,supplier,COTTCO SPECIALTY HARDWARE,,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
MAMP,mamp-498,supplier,CUSTOM MEAT SOLUTIONS,,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
MAMP,mamp-499,supplier,DACOTAH PAPER CO,,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
MAMP,mamp-500,supplier,DANIEL'S FOOD EQUIPMENT,,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
MAMP,mamp-501,supplier,DARLING INGREDIENTS,,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
MAMP,mamp-502,supplier,DJV LABEL,,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
MAMP,mamp-503,supplier,"DM & P SUPPLIES, INC.",,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
MAMP,mamp-504,supplier,ENVIRO-PAK,,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
MAMP,mamp-505,supplier,EPS - NOWICKI USA,,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
MAMP,mamp-506,supplier,EXCALIBUR SEASONING,,,,,,,,,,,,,https://www.mamponline.com/membership/directory/,,,
IMPA,impa-1,processor,Al's Country Meat Locker,,(563) 380-4015,,,2420 200th St,Calmar,IA,52132,"2420 200th St, Calmar, IA 52132",,,,https://www.iowameatprocessors.org/impa-processor-members,43.226926189237,-91.879339462817,census-exact
IMPA,impa-2,processor,Amana Meat Shop & Smokehouse,,(800) 373-6328,info@amanameatshop.com,,4513 F Street,Amana,IA,52203,"4513 F Street, Amana, IA 52203",,,,https://www.iowameatprocessors.org/impa-processor-members,41.801624060346,-91.870008766796,census-exact
IMPA,impa-3,processor,Andover Meat Inc.,,(563) 682-7757,ameat@andovermeat.com,,1373 Washington St.,Andover,IA,52701,"1373 Washington St. Andover, IA 52701",,,,https://www.iowameatprocessors.org/impa-processor-members,41.981699726354,-90.252386801462,census-exact
IMPA,impa-4,processor,Anita Meat Processing,,(712) 762-3645,Baileybeefprocessing@gmail.com,,104 Linn St.,"Anita, IA",IA,50020,"104 Linn St., Anita, IA, IA 50020",,,,https://www.iowameatprocessors.org/impa-processor-members,41.442840487143,-94.767844595341,census-approx
IMPA,impa-5,processor,Arcadia Meats,,(712) 689-2435,danarcadiameats@netins.net,,102 Main Street,Arcadia,IA,51430,"102 Main Street, Arcadia, IA 51430",,,,https://www.iowameatprocessors.org/impa-processor-members,42.087075657565,-95.045003142383,census-exact
IMPA,impa-6,processor,Atlantic Locker,,(712) 243-1941,,,310 W 2nd St,Atlantic,IA,50022,"310 W 2nd St, Atlantic, IA 50022",,,,https://www.iowameatprocessors.org/impa-processor-members,41.409095970866,-95.017805731465,census-exact
IMPA,impa-7,processor,Babcock Locker,,(712) 631-4295,,,102 North Runger Ave,Sheldon,IA,51201,"102 North Runger Ave, Sheldon, IA 51201",,,,https://www.iowameatprocessors.org/impa-processor-members,43.187308692488,-95.815993829643,census-approx
IMPA,impa-8,processor,Babcock Locker,,(712) 756-4295,,,109 9th St,Alton,IA,51003,"109 9th St, Alton, IA 51003",,,,https://www.iowameatprocessors.org/impa-processor-members,42.985567043589,-96.00912612067,census-exact
IMPA,impa-9,processor,"Bud's Custom Meats, Inc.",,(319) 648-3999,budscustommeatsinc@aol.com,,3027 IA-22,Riverside,IA,52327,"3027 IA-22, Riverside, IA 52327",,,,https://www.iowameatprocessors.org/impa-processor-members,41.487959513684,-91.548458797003,census-exact
IMPA,impa-10,processor,Clarion Locker,,(515) 532-2350,clarionlocker@gmail.com,,305 S Main St,Clarion,IA,50525,"305 S Main St, Clarion, IA 50525",,,,https://www.iowameatprocessors.org/impa-processor-members,42.730229478744,-93.732723472193,census-exact
IMPA,impa-11,processor,"Corning Meat Processing Services, Inc",,(641) 322-3614,corningmeatproc@gmail.com,,,,IA,,,,,,https://www.iowameatprocessors.org/impa-processor-members,,,
IMPA,impa-12,processor,Corwith Locker,,(515) 583-2205,,,202 NW Elm St,Corwith,IA,50430,"202 NW Elm St, Corwith, IA 50430",,,,https://www.iowameatprocessors.org/impa-processor-members,42.992766737334,-93.957457903819,census-exact
IMPA,impa-13,processor,Country Cut Meats,,(641) 675-3683,,,26824 Vetch Ave,Pulaski,IA,52584,"26824 Vetch Ave, Pulaski, IA 52584",,,,https://www.iowameatprocessors.org/impa-processor-members,40.659160177482,-92.226256527663,census-exact
IMPA,impa-14,processor,Dan's Locker,,(563) 923-2515,danslockerllc@gmail.com,,25 Northside Rd,Earlville,IA,52041,"25 Northside Rd, Earlville, IA 52041",,,,https://www.iowameatprocessors.org/impa-processor-members,42.481623760273,-91.272037485768,census-exact
IMPA,impa-15,processor,Dayton Meat Products,,(641) 528-3420,daytonmeat@iowatelecom.net,,102 Montezuma St,Malcom,IA,50157,"102 Montezuma St, Malcom, IA 50157",,,,https://www.iowameatprocessors.org/impa-processor-members,41.705026168127,-92.552068610599,census-exact
IMPA,impa-16,processor,Deerfield Locker,,(641) 364-2925,deerfieldlocker@abcmailbox.net,,1270 115th St,Alta Vista,IA,50603,"1270 115th St, Alta Vista, IA 50603",,,,https://www.iowameatprocessors.org/impa-processor-members,43.190961928803,-92.50109815132,census-exact
IMPA,impa-17,processor,Durant Locker,,(563) 785-4854,,,505 5th Ave,Durant,IA,52747,"505 5th Ave, Durant, IA 52747",,,,https://www.iowameatprocessors.org/impa-processor-members,41.600994096234,-90.912992259757,census-approx
IMPA,impa-18,processor,Edgewood Locker,,(563) 928-6814,katie@edgewoodlocker.com,,609 W. Union St,Edgewood,IA,52042,"609 W. Union St, Edgewood, IA 52042",,,,https://www.iowameatprocessors.org/impa-processor-members,42.644452537293,-91.409056848859,census-exact
IMPA,impa-19,processor,Elma Locker & Grocery,,(641) 393-2287,elmalockergrocery@gmail.com,,100 Grant St.,Elma,IA,50628,"100 Grant St. Elma, IA 50628",,,,https://www.iowameatprocessors.org/impa-processor-members,43.27271,-92.394046,zip-centroid
IMPA,impa-20,processor,Fairbank Locker,,(319) 635-2595,,,104 Grove St,Fairbank,IA,50629,"104 Grove St, Fairbank, IA 50629",,,,https://www.iowameatprocessors.org/impa-processor-members,42.638147985731,-92.051040181629,census-exact
IMPA,impa-21,processor,Friedrichsen Meat Company,,(712) 446-2102,friedrichsenmeatcompany@gmail.com,,410 E. Southern St.,Sutherland,IA,51058,"410 E. Southern St., Sutherland, IA 51058",,,,https://www.iowameatprocessors.org/impa-processor-members,42.968075411149,-95.491667648943,census-exact
IMPA,impa-22,processor,George Locker BPLLC,,(712) 475-3218,,,117 E Michigan Ave,George,IA,51237,"117 E Michigan Ave, George, IA 51237",,,,https://www.iowameatprocessors.org/impa-processor-members,43.34360214085,-96.002044432831,census-exact
IMPA,impa-23,processor,Gilbertville Locker,,(319) 296 1464,staff@gilbertvillemeatlocker.com,,422 13th. Ave.,Gilbertville,IA,50634,"422 13th. Ave., Gilbertville, IA 50634",,,,https://www.iowameatprocessors.org/impa-processor-members,42.415398394593,-92.215471195596,census-exact
IMPA,impa-24,processor,"Graziano Brothers, Inc.",,(515) 244-7103,info@grazianobrothers.com,,1601 South Union St.,Des Moines,IA,50315,"1601 South Union St., Des Moines, IA 50315",,,,https://www.iowameatprocessors.org/impa-processor-members,41.575869654753,-93.614754777681,census-exact
IMPA,impa-25,processor,Hastings Meat Processing,,(641) 664-2195,,,701 S. East St,Bloomfield,IA,52537,"701 S. East St, Bloomfield, IA 52537",,,,https://www.iowameatprocessors.org/impa-processor-members,40.745684412775,-92.409610282803,census-exact
IMPA,impa-26,processor,Hilltop Processing,,,,,,,IA,,,,,,https://www.iowameatprocessors.org/impa-processor-members,,,
IMPA,impa-27,processor,ISU Meat Laboratory,,(515) 294-4355,,,914 Stange Rd,Ames,IA,50011,"914 Stange Rd, Ames, IA 50011",,,,https://www.iowameatprocessors.org/impa-processor-members,42.029859439973,-93.644552741151,census-exact
IMPA,impa-28,processor,In't Veld's Meat Market/Butcher's Brewhuis,,(641) 628-3440,orders@intvelds.com,,820 Main Street,Pella,IA,50219,"820 Main Street, Pella, IA 50219",,,,https://www.iowameatprocessors.org/impa-processor-members,41.407024235711,-92.91638824274,census-exact
IMPA,impa-29,processor,Ireton Locker,,(712) 278-2060,,,309 Main St,Ireton,IA,51027,"309 Main St, Ireton, IA 51027",,,,https://www.iowameatprocessors.org/impa-processor-members,42.97573289952,-96.318163729741,census-exact
IMPA,impa-30,processor,J & J Custom Meats,,(515) 884-1014,jnjcustommeats@gmail.com,,706 Broad Street,Whittemore,IA,50598,"706 Broad Street, Whittemore, IA 50598",,,,https://www.iowameatprocessors.org/impa-processor-members,43.064208805443,-94.426254506856,census-exact
IMPA,impa-31,processor,Jet's Meat Processing,,(563) 568-2403,jetsmeatprocessing@yahoo.com,,10 9th St.,Waukon,IA,52172,"10 9th St. N.W., Waukon, IA 52172",,,,https://www.iowameatprocessors.org/impa-processor-members,43.271159,-91.48377,zip-centroid
IMPA,impa-32,processor,Jordan's Meat Market,,(712) 376-1040,jordansmeatmarket@gmail.com,,206 Eagle Avenue,Marcus,IA,51035,"206 Eagle Avenue, Marcus, IA 51035",,,,https://www.iowameatprocessors.org/impa-processor-members,42.811277288742,-95.797445043806,census-exact
IMPA,impa-33,processor,Keota Meat Processing,,(641) 636-2303,,,516 E Lafayette Ave,Keota,IA,52248,"516 E Lafayette Ave, Keota, IA 52248",,,,https://www.iowameatprocessors.org/impa-processor-members,41.361727011294,-91.948871949065,census-exact
IMPA,impa-34,processor,Kitt's Meat Processing LLC,,(712) 683-5622,,,506 South 4th Avenue,Dedham,IA,51440,"506 South 4th Avenue, Dedham, IA 51440",,,,https://www.iowameatprocessors.org/impa-processor-members,41.90494716367,-94.82219864454,census-exact
IMPA,impa-35,processor,"Leighton Processed Meats, Inc.",,(641) 626-3211,,,227 Otley St,Leighton,IA,50143,"227 Otley St, Leighton, IA 50143",,,,https://www.iowameatprocessors.org/impa-processor-members,41.337256742092,-92.787551857102,census-exact
IMPA,impa-36,processor,Lynch BBQ Company,,,,,,,IA,,,,,,https://www.iowameatprocessors.org/impa-processor-members,,,
IMPA,impa-37,processor,Marks Locker,,(319) 938-2844,markslocker@hotmail.com,,106 Ely St,Rowley,IA,52329,"106 Ely St, Rowley, IA 52329",,,,https://www.iowameatprocessors.org/impa-processor-members,42.369909003809,-91.84276054024,census-exact
IMPA,impa-38,processor,Martzahn Poultry Processing,,(641) 823-5362,,,728 N 2nd St,Greene,IA,50636,"728 N 2nd St, Greene, IA 50636",,,,https://www.iowameatprocessors.org/impa-processor-members,42.903067628673,-92.808785437773,census-exact
IMPA,impa-39,processor,Mikes Meats,,(641) 218-8349,Evingerb05@gmail.com,,309 S Godfrey Ln,Knoxville,IA,50138,"309 S Godfrey Ln, Knoxville, IA 50138",,,,https://www.iowameatprocessors.org/impa-processor-members,41.320695896005,-93.062611267443,census-exact
IMPA,impa-40,processor,Milo Locker Meats,,(641) 942-6231,MILOMEATS.OFFICE@GMAIL.COM,,223 Main Street,Milo,IA,50166,"223 Main Street, Milo, IA 50166",,,,https://www.iowameatprocessors.org/impa-processor-members,41.287286579216,-93.439877404692,census-exact
IMPA,impa-41,processor,Minden Meat Market,,(712) 483-2836,mindenmeatmkt@walnutel.net,,315 Main St,Minden,IA,51553,"315 Main St, Minden, IA 51553",,,,https://www.iowameatprocessors.org/impa-processor-members,41.46696637869,-95.541861904982,census-exact
IMPA,impa-42,processor,"Mingo Locker, L.L.C.",,(641) 363-4284,mingolocker@gmail.com,,102 W Main St,Mingo,IA,50168,"102 W Main St, Mingo, IA 50168",,,,https://www.iowameatprocessors.org/impa-processor-members,41.767332846258,-93.282822678383,census-approx
IMPA,impa-43,processor,Moravia Meat Locker,,(641) 724-3336,,,10315 5,Moravia,IA,52571,"10315 Highway 5, Moravia, IA 52571",,,,https://www.iowameatprocessors.org/impa-processor-members,40.873946,-92.832264,zip-centroid
IMPA,impa-44,processor,"Nelson Locker, LLC",,(712) 728-2860,,,70 3rd St,Hartley,IA,51346,"70 3rd St NW, Hartley, IA 51346",,,,https://www.iowameatprocessors.org/impa-processor-members,43.191331,-95.453632,zip-centroid
IMPA,impa-45,processor,Nelson's Meat Market,,(319) 393-8161,NELSONS@NELSONSMEAT.COM,,1140 Old Marion Road,Cedar Rapids,IA,52402,"1140 Old Marion Road Northeast, Cedar Rapids, IA 52402",,,,https://www.iowameatprocessors.org/impa-processor-members,42.020760221872,-91.65185907411,census-approx
IMPA,impa-46,processor,Newhall Locker & Processing,,(319) 223-5202,Locker728@hotmail.com,,19 Main Street,Newhall,IA,52315,"19 Main Street, Newhall, IA 52315",,,,https://www.iowameatprocessors.org/impa-processor-members,41.995273989634,-91.967371078653,census-exact
IMPA,impa-47,processor,Nimrod Meats,,(641) 640-0356,nimrodmeats@gmail.com,,214 S High St,Iowa Falls,IA,50126,"214 S High St, Iowa Falls, IA 50126",,,,https://www.iowameatprocessors.org/impa-processor-members,42.518809163341,-93.274969823965,census-approx
IMPA,impa-48,processor,Ohrt's Smokehouse LLC,,(641) 394-5062,ohrtssmokehouse@gmail.com,,1812 250th St.,Ionia,IA,50645,"1812 250th St., Ionia, IA 50645",,,,https://www.iowameatprocessors.org/impa-processor-members,42.994005952653,-92.393992513706,census-exact
IMPA,impa-49,processor,Old Parlor Meat Company,,(712) 470-9519,oldparlormeatco@gmail.com,,3236 Garfield Ave,Rock Valley,IA,51247,"3236 Garfield Ave, Rock Valley, IA 51247",,,,https://www.iowameatprocessors.org/impa-processor-members,43.180242561404,-96.235409880938,census-exact
IMPA,impa-50,processor,Old Station Craft Meats,,(515) 452-0150,nick@oldstationcraftmeats.com,,450 6th Street,Waukee,IA,50263,"450 6th Street, Waukee, IA 50263",,,,https://www.iowameatprocessors.org/impa-processor-members,41.610938483801,-93.885659334774,census-exact
IMPA,impa-51,processor,Polashek's Locker Service Inc.,,(563) 569-8774,adam@polashekslocker.com,,218 South Main St.,Protivin,IA,52163,"218 South Main St., Protivin, IA 52163",,,,https://www.iowameatprocessors.org/impa-processor-members,43.215403489953,-92.091009928873,census-exact
IMPA,impa-52,processor,Remsen Processing Inc.,,(712) 786-1197,rlocker2001@outlook.com,,230 South Washington Street,Remsen,IA,51050,"230 South Washington Street, Remsen, IA 51050",,,,https://www.iowameatprocessors.org/impa-processor-members,42.814334993826,-95.973436952954,census-exact
IMPA,impa-53,processor,Ridgeport Locker,,(515) 432-8973,ridgeport1@hotmail.com,,242 Nature Road,Boone,IA,50036,"242 Nature Road, Boone, IA 50036",,,,https://www.iowameatprocessors.org/impa-processor-members,42.176690971181,-93.917468769888,census-exact
IMPA,impa-54,processor,Rockdale Locker LLC,,(563) 659-7675,rockdalelocker@shopmoorelocal.com,,605 Birch Dr,Maquoketa,IA,52060,"605 Birch Dr, Maquoketa, IA 52060",,,,https://www.iowameatprocessors.org/impa-processor-members,42.061748487111,-90.650158474709,census-exact
IMPA,impa-55,processor,Ruzicka's Meat Processing,,(319) 624-2870,ruzicka296@aol.com,,301 North Dubuque Street,Solon,IA,52333,"301 North Dubuque Street, Solon, IA 52333",,,,https://www.iowameatprocessors.org/impa-processor-members,41.808972850953,-91.49422860287,census-exact
IMPA,impa-56,processor,S&S Meats and Spirits,,(641) 732-4792,sandslocker@gmail.com,,514 Main St,Osage,IA,50461,"514 Main St, Osage, IA 50461",,,,https://www.iowameatprocessors.org/impa-processor-members,43.284021934743,-92.814317989895,census-exact
IMPA,impa-57,processor,Sawyer's Meats of Iowa,,(515) 576-5331,donsaw@hotmail.com,,414 2nd Ave,Fort Dodge,IA,50501,"414 2nd Ave S, Fort Dodge, IA 50501",,,,https://www.iowameatprocessors.org/impa-processor-members,42.49164,-94.187122,zip-centroid
IMPA,impa-58,processor,Skoglund Meats,,(515) 887-4531,,,,,IA,,,,,,https://www.iowameatprocessors.org/impa-processor-members,,,
IMPA,impa-59,processor,Stanhope Locker & Market,,(515) 826-3280,stanhopelockerandmarket@gmail.com,,,,IA,,,,,,https://www.iowameatprocessors.org/impa-processor-members,,,
IMPA,impa-60,processor,Steege's Meat Market,,(319) 277-4577,info@steegesmeatmarket.com,,9502 W 1st St,Cedar Falls,IA,50613,"9502 W 1st St, Cedar Falls, IA 50613",,,,https://www.iowameatprocessors.org/impa-processor-members,42.542447006036,-92.545273017018,census-exact
IMPA,impa-61,processor,Story City Locker,,(515) 733-6328,info@storycitylocker.com,,236 W. Broad Street,Story City,IA,50248,"236 W. Broad Street, Story City, IA 50248",,,,https://www.iowameatprocessors.org/impa-processor-members,42.187014891294,-93.604853648436,census-exact
IMPA,impa-62,processor,Sully Locker & Market,,(641) 594-4240,sullycommlocker@gmail.com,,11892 F62,Sully,IA,50251,"11892 Hwy F62 E, Sully, IA 50251",,,,https://www.iowameatprocessors.org/impa-processor-members,41.56694,-92.869363,zip-centroid
IMPA,impa-63,processor,TADA Meats,,(563) 249-6471,tadameats@gmail.com,,18066 64,Maquoketa,IA,52060,"18066 Hwy 64, Maquoketa, IA 52060",,,,https://www.iowameatprocessors.org/impa-processor-members,42.101196,-90.680278,zip-centroid
IMPA,impa-64,processor,The Blair Meat Market,,(402) 426-3300,customerservice@blairmeatmarket.com,,312 N 16th St.,Blair,NE,68008,"312 N 16th St., Blair, NE 68008",,,,https://www.iowameatprocessors.org/impa-processor-members,41.546208473168,-96.136052335802,census-exact
IMPA,impa-65,processor,The Butcher Block,,(563) 852-7677,,,120 Industrial St,Cascade,IA,52033,"120 Industrial St, Cascade, IA 52033",,,,https://www.iowameatprocessors.org/impa-processor-members,42.308048615334,-90.988309393032,census-approx
IMPA,impa-66,processor,Tiefenthaler Quality Meats,,(712) 368-4621,INFO@TQMEATS.COM,,504 N. Main Street,Holstein,IA,51025,"504 N. Main Street, Holstein, IA 51025",,,,https://www.iowameatprocessors.org/impa-processor-members,42.498635265583,-95.544733825237,census-exact
IMPA,impa-67,processor,Tipton Meat Locker,,(563) 886-2106,info@tiptonmeatlocker.org,,108 Cedar St,Tipton,IA,52772,"108 Cedar St, Tipton, IA 52772",,,,https://www.iowameatprocessors.org/impa-processor-members,41.765972784919,-91.128328013747,census-exact
IMPA,impa-68,processor,Trails End Butchering,,(641) 898-2288,,,3064 Davis Road,Seymour,IA,52590,"3064 Davis Road, Seymour,IA 52590",,,,https://www.iowameatprocessors.org/impa-processor-members,40.623383033927,-93.159424862482,census-exact
IMPA,impa-69,processor,Ulrich Meat Market,,(641) 628-2771,info@ulrichsmeatmarket.com,,715 Franklin St.,Pella,IA,50219,"715 Franklin St., Pella, IA 50219",,,,https://www.iowameatprocessors.org/impa-processor-members,41.406658239012,-92.91678857332,census-exact
IMPA,impa-70,processor,Weaver Meats,,(641) 344-4337,weaver.meats.llc@gmail.com,,204 E Kansas St,Afton,IA,50830,"204 E Kansas St #7702, Afton, IA 50830",,,,https://www.iowameatprocessors.org/impa-processor-members,41.028484970613,-94.196316814815,census-exact
IMPA,impa-71,processor,West Liberty Locker & Processing,,(319) 627-4060,wllocker@Lcom.net,,3501 Freedom St.,West Liberty,IA,52776,"3501 Freedom St., West Liberty, IA 52776",,,,https://www.iowameatprocessors.org/impa-processor-members,41.578835,-91.273449,zip-centroid
IMPA,impa-72,processor,Winthrop Locker LLC,,(319) 935-3886,winthroplocker@hotmail.com,,835 220th St.,West Winthrop,IA,50682,"835 220th St. West Winthrop, IA 50682",,,,https://www.iowameatprocessors.org/impa-processor-members,42.468463723949,-91.742192620338,census-approx
IMPA,impa-73,processor,Yetter Locker,,(712) 688-2233,,,101 Summit Ave,Yetter,IA,51433,"101 Summit Ave, Yetter, IA 51433",,,,https://www.iowameatprocessors.org/impa-processor-members,42.314818241427,-94.847398392764,census-exact
IMPA,impa-74,processor,Zeb's Smokehouse,,(712) 523-2526,mbaker.iowameatprocessors@gmail.com,,406 Madison Street,Bedford,IA,50833,"406 Madison Street, Bedford, IA 50833",,,,https://www.iowameatprocessors.org/impa-processor-members,40.665591618184,-94.721472404972,census-exact
IMPPA,imppa-processor-1,processor,4 Bar M Custom Meats dba Scobee Processing,Matt & Misty Barnes,765-653-7119,4barmmeats@gmail.com misti7@gmail.com,,264 E. Co. Rd. 350 N.,Greencastle,IN,46135,"264 E. Co. Rd. 350 N. Greencastle, IN 46135",,,,https://imppa.org/member-directory/,39.711155938431,-86.844265700514,census-exact
IMPPA,imppa-processor-2,processor,Abe's Deer Processing,Sunday Pruett,812-595-4297,sundaylbroadus@yahoo.com,,618 Beagle Club Rd.,Underwood,IN,47170,"618 Beagle Club Rd. Underwood, IN 47170",,,,https://imppa.org/member-directory/,38.591108731409,-85.757424936566,census-approx
IMPPA,imppa-processor-3,processor,Quality One Meats (Formerly Adair Processing),Dan Shetler,260-731-3221,wenning54@hotmail.com,,190 N. Union / P.O. Box 284,Pennville,IN,47369,"190 N. Union / P.O. Box 284 Pennville, IN 47369",,,,https://imppa.org/member-directory/,40.493411686084,-85.148322706477,census-approx
IMPPA,imppa-processor-4,processor,Appalachian Ag LLC,Jonathan Reinford,606-886-6003,jon@appalachianmeats.com,,169 W Old Middle Creek Rd.,Prestonsburg,KY,41663-2179,"169 W Old Middle Creek Rd. Prestonsburg, KY 41663-2179",,,,https://imppa.org/member-directory/,37.567286,-82.663407,zip-centroid
IMPPA,imppa-processor-5,processor,Appalachian Meats LLC,Marlin Gerber,606-522-3142,marlingerber@icloud.com,,194 Rocky Branch Rd.,West Liberty,KY,41472,"194 Rocky Branch Rd. West Liberty, KY 41472",,,,https://imppa.org/member-directory/,38.000632968734,-83.071780015279,census-exact
IMPPA,imppa-processor-6,processor,Archer's Meats & Catering,Chris Archer,317-881-9300,,,259 S. Meridian St.,Greenwood,IN,46142,"259 S. Meridian St. Greenwood, IN 46142",,,,https://imppa.org/member-directory/,39.612493157841,-86.106237030292,census-approx
IMPPA,imppa-processor-7,processor,Arni's Inc.,Brian Nelson Brad Cohen,765-742-7455,bnelson@meetyouatarnis.com bcohen@meetyouatarnis.com,,"2200 Elmwood Ave., Ste D-10",Lafayette,IN,47904,"2200 Elmwood Ave., Ste D-10 Lafayette, IN 47904",,,,https://imppa.org/member-directory/,40.429367628795,-86.871694046666,census-exact
IMPPA,imppa-processor-8,processor,"Banter's Fresh Meats, LLC",Kris Banter,317-922-1080,stacey.parnell2@gmail.com,,1802 Conner St.,Noblesville,IN,46060,"1802 Conner St. Noblesville, IN 46060",,,,https://imppa.org/member-directory/,40.045666680724,-86.001689971434,census-exact
IMPPA,imppa-processor-9,processor,Baraka Halal LLC,Yusuf Saleh,708-673-5464,ysaleh1969@gmail.com,,18 West Bruel St.,Remington,IN,47977,"18 West Bruel St. Remington, IN 47977",,,,https://imppa.org/member-directory/,40.768096609768,-87.151235413522,census-approx
IMPPA,imppa-processor-10,processor,Beechy's Custom Meats,Vernon Beechy,260-768-4081,beechyscustommeats@plainconnect.com,,6110 N 1000 W,Shipshewana,IN,46565,"6110 N 1000 W Shipshewana, IN 46565",,,,https://imppa.org/member-directory/,41.729024004034,-85.621130846646,census-exact
IMPPA,imppa-processor-11,processor,Beutler Meats & Catering,Steve Beutler,765-742-7285,beutlermeat@hotmail.com,,801 S. 1st St.,Lafayette,IN,47905,"801 S. 1st St. Lafayette, IN 47905",,,,https://imppa.org/member-directory/,40.411244471104,-86.899571354614,census-exact
IMPPA,imppa-processor-12,processor,Blocher Processing,Renae Blocher,260-901-1685,renaeblocher@gmail.com,,3072 W. SR 114,North Manchester,IN,46962,"3072 W. SR 114 North Manchester, IN 46962",,,,https://imppa.org/member-directory/,40.988512,-85.768369,zip-centroid
IMPPA,imppa-processor-13,processor,Boone's Butcher Shop,Allison Porteus,502-348-3668,processing@boonesbutchershop.com,,100 Old Bloomfield Pike,Bardstown,KY,40004,"100 Old Bloomfield Pike Bardstown, KY 40004",,,,https://imppa.org/member-directory/,37.809191668205,-85.460805927995,census-exact
IMPPA,imppa-processor-14,processor,Brewer Meats,Donnie Brewer,812-873-7494,brewerlivestock@yahoo.com,,4190 S. CR 350 W.,North Vernon,IN,47265,"4190 S. CR 350 W. North Vernon, IN 47265",,,,https://imppa.org/member-directory/,38.923340423141,-85.677295307632,census-exact
IMPPA,imppa-processor-15,processor,Broadbent B & B Foods,Ronny Drennon,270-388-0609,manager@broadbenthams.com ronny@broadbenthams.com,,257 Mary Blue Rd.,Kuttawa,KY,42055,"257 Mary Blue Rd. Kuttawa, KY 42055",,,,https://imppa.org/member-directory/,37.070450207816,-88.12602375888,census-exact
IMPPA,imppa-processor-16,processor,Burlington Meats & Catering Inc.,David Richason,765-566-3360,mrpig46915@yahoo.com,,215 E. 5th St.,Burlington,IN,46915,"215 E. 5th St. Burlington, IN 46915",,,,https://imppa.org/member-directory/,40.481630366479,-86.392897700342,census-exact
IMPPA,imppa-processor-17,processor,Butcher Bros. LLC,Doug Hoeing,765-561-3130,butcherbros22@gmail.com,,4733 E. Gings Rd.,Rushville,IN,46173,"4733 E. Gings Rd. Rushville, IN 46173",,,,https://imppa.org/member-directory/,39.668736590317,-85.354883341688,census-exact
IMPPA,imppa-processor-18,processor,Butternut Ridge Meatery & Market,Sam AcMoody,517-410-6614,sam.acmoody@gmail.com,,530 Franklin St.,Bronson,MI,49028,"530 Franklin St. Bronson, MI 49028",,,,https://imppa.org/member-directory/,41.874378524054,-85.201748567891,census-exact
IMPPA,imppa-processor-19,processor,CRS OneSource (Farm Boy Meats),Sarah Reis,812-425-5231,sreis@crsonesource.com,,2761 N. Kentucky Ave.,Evansville,IN,47711,"2761 N. Kentucky Ave. Evansville, IN 47711",,,,https://imppa.org/member-directory/,38.005566933176,-87.546959201689,census-exact
IMPPA,imppa-processor-20,processor,"Culver Duck Farms, Inc.",Sean Smith,574-561-9395,sean@culverduck.com,,12215 CR 10,,IN,,12215 CR 10 Middleburyn IN 46540,,,,https://imppa.org/member-directory/,41.703821254261,-85.700026672594,census-exact
IMPPA,imppa-processor-21,processor,Custom Quality Meats,Sandy Seyfert,260-749-4100,sanseyf@yahoo.com,,2616 Ryan Rd.,New Haven,IN,46774,"2616 Ryan Rd. New Haven, IN 46774",,,,https://imppa.org/member-directory/,41.064795270852,-84.962038200445,census-exact
IMPPA,imppa-processor-22,processor,D&D Meats,Debra Treesh,260-541-0365,debratreesh@hotmail.com,,0505 CR 32,Corunna,IN,46730,"0505 CR 32 Corunna, IN 46730",,,,https://imppa.org/member-directory/,41.409680542944,-85.170711680962,census-exact
IMPPA,imppa-processor-23,processor,"Dewig Bros. Packing Co., Inc",Darla Kiesel,812-768-6208,darla@dewigmeats.com,,P.O. Box 186,Haubstadt,IN,47639,"P.O. Box 186 Haubstadt, IN 47639",,,,https://imppa.org/member-directory/,38.188223,-87.566247,zip-centroid
IMPPA,imppa-processor-24,processor,Didier Meats LLC,Chris Didier-Coffman,260-482-8400,ChrisDidier-Coffman@TimDidierMeats.com,,3205 North Wells St.,Ft. Wayne,IN,46808,"3205 North Wells St. Ft. Wayne, IN 46808",,,,https://imppa.org/member-directory/,41.104700349846,-85.147521274487,census-exact
IMPPA,imppa-processor-25,processor,E & L Farms & Processing LLC,Elam Lengacher,260-409-9868,,,15610 Grabill Rd.,Grabill,IN,46741,"15610 Grabill Rd. Grabill, IN 46741",,,,https://imppa.org/member-directory/,41.209960477761,-84.94417805272,census-exact
